name,observed_version,requested_version,request_matches,role,delivery,artifact,metadata_sha256,source,license_metadata,license_files,modification,required_notices,status
accelerate,1.12.0,accelerate==1.12.0,True,direct-request,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/accelerate,31d880e2aa1eaffb50dfecb62bc81d53f0262ed19ff374e7ff7a76b41b87c6b8,https://pypi.org/pypi/accelerate/1.12.0/json,License :: OSI Approved :: Apache Software License,accelerate-1.12.0.dist-info/licenses/LICENSE sha256=c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
aiohappyeyeballs,2.6.1,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/aiohappyeyeballs,3525e5849c007e2dfcd1e123028ec14383ff4d56a5f718b4aa4c995a26ccb153,https://pypi.org/pypi/aiohappyeyeballs/2.6.1/json,License :: OSI Approved :: Python Software Foundation License,aiohappyeyeballs-2.6.1.dist-info/LICENSE sha256=3b2f81fe21d181c499c59a256c8e1968455d6689d269aa85373bfb6af41da3bf,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
aiohttp,3.13.3,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/aiohttp,09044e6424ad868f9e6fbc62148b80ce3df426eba9114fe31e96031621bf1e13,https://pypi.org/pypi/aiohttp/3.13.3/json,Apache-2.0 AND MIT,aiohttp-3.13.3.dist-info/licenses/LICENSE.txt sha256=c1493e9f10d59d1fba9f9df28008e1557e33cf9fbac8ce1263aa3393982803de; aiohttp-3.13.3.dist-info/licenses/vendor/llhttp/LICENSE sha256=6ddfa628db76d2d87b8968bafbad60f51c4ec88100dd7bb96f97216d88af0808,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
aiosignal,1.4.0,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/aiosignal,09247ef1da8bc696728d47130e702e4307f6f7d101d6c485bff9f3a71ce7008d,https://pypi.org/pypi/aiosignal/1.4.0/json,License :: OSI Approved :: Apache Software License,aiosignal-1.4.0.dist-info/licenses/LICENSE sha256=6fd5243e92dd7f98ec69c7ac377728e74905709ff527a5bf98d6d0263c04f5b6,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
annotated-doc,0.0.4,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/annotated-doc,22b9b9289b9adf7758daa28a02327e3a129a5415487f01467a3fdd49edd9d535,https://pypi.org/pypi/annotated-doc/0.0.4/json,MIT,annotated_doc-0.0.4.dist-info/licenses/LICENSE sha256=fff170779a6acbf65abdb405c087f1cee1786691e4a96a4034517e4a504a0cdf,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
annotated-types,0.7.0,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/annotated-types,ee5b6ac64b09274c026051813484025939564067801f485115d9cadc207cf791,https://pypi.org/pypi/annotated-types/0.7.0/json,License :: OSI Approved :: MIT License,annotated_types-0.7.0.dist-info/licenses/LICENSE sha256=fe1049884b1a0d9342901e88e07f32925d24b3121d9972b6a6805fb9824b095d,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
anyio,4.13.0,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/anyio,1741187e23e5993470989376264b4dc4983518d9e5d301e1cce5a6cfba45be33,https://pypi.org/pypi/anyio/4.13.0/json,MIT,anyio-4.13.0.dist-info/licenses/LICENSE sha256=5361ac9dc58f2ef5fd2e9b09c68297c17f04950909bbc8023bdb82eacf22c2b0,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
attrs,25.4.0,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/attrs,d917abc63eda81c311c62c1d92dea50b682ea870269062821f5de75962bb6684,https://pypi.org/pypi/attrs/25.4.0/json,MIT,attrs-25.4.0.dist-info/licenses/LICENSE sha256=882115c95dfc2af1eeb6714f8ec6d5cbcabf667caff8729f42420da63f714e9f,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
audioread,3.1.0,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/audioread,fb8bd8b902ba9ba56d0f9b11caf031819b12fd5d1c59815e3776598d291f6846,https://pypi.org/pypi/audioread/3.1.0/json,MIT,audioread-3.1.0.dist-info/licenses/LICENSE sha256=e00fff68a75a582132842e33426730699255986f1dec362252f7423db027019d,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
blinker,1.9.0,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/blinker,b8846233cc238db1e40ad6c2c93bdcb54dfb200664d2411ee64c4095dd5dbf30,https://pypi.org/pypi/blinker/1.9.0/json,License :: OSI Approved :: MIT License,blinker-1.9.0.dist-info/LICENSE.txt sha256=9eb73a1f38597a4aa17025d2ae1be3839624c795e985d4f0e9769ce29faca467,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
brotli,1.2.0,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/brotli,f9d12d5184b5090b146b2e5f0d62931521b2b1435ea466433a239bb7c41fc962,https://pypi.org/pypi/brotli/1.2.0/json,MIT,brotli-1.2.0.dist-info/licenses/LICENSE sha256=60ae0f13e76cc2eaaa108677eefa4ce16b647f6bbe8cf0a1ac9429d82eca7248,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
certifi,2026.2.25,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/certifi,e0d32e197760fe1062440de968a55761c0e61375571015b14ef08bdb1943c8f5,https://pypi.org/pypi/certifi/2026.2.25/json,License :: OSI Approved :: Mozilla Public License 2.0 (MPL 2.0),certifi-2026.2.25.dist-info/licenses/LICENSE sha256=e93716da6b9c0d5a4a1df60fe695b370f0695603d21f6f83f053e42cfc10caf7,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
cffi,2.0.0,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/cffi,b98ce7e3417af089bc12d5c73412d9b3b1683ccf8ec73c986c35ac8c9be1ba39,https://pypi.org/pypi/cffi/2.0.0/json,MIT,cffi-2.0.0.dist-info/licenses/LICENSE sha256=5ba24ddc57067f9249add644c3afc41a5d6dc37e23433ef759d95df370b0af63,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
charset-normalizer,3.4.6,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/charset-normalizer,764f6c4c0f7937e8fc981796b929e3c3ace80186d8f49eef896dc9ba485df12e,https://pypi.org/pypi/charset-normalizer/3.4.6/json,MIT,charset_normalizer-3.4.6.dist-info/licenses/LICENSE sha256=18577485d3704f1a479ded8e573c0976cfed315fd2fd17983fa988da4c2f70d1,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
click,8.3.1,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/click,5d9781acc004d2085313cf128dfad20ee4b2342a413e9971251d6d6f00fda198,https://pypi.org/pypi/click/8.3.1/json,BSD-3-Clause,click-8.3.1.dist-info/licenses/LICENSE.txt sha256=9a8ad106a394e853bfe21f42f4e72d592819a22805d991b5f3275029292b658d,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
colorama,0.4.6,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/colorama,7baed29eb50c3b29bdb33ff84e3177bf1bc05784f7685ecdcaa4471c7dd810cc,https://pypi.org/pypi/colorama/0.4.6/json,License :: OSI Approved :: BSD License,colorama-0.4.6.dist-info/licenses/LICENSE.txt sha256=cac35c02686e5d04a5a7140bfb3b36e73aed496656e891102e428886d7930318,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
coloredlogs,15.0.1,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/coloredlogs,1663baba746f35eefb249d945345d88566cc4f3643863eb31a91258c3cac674c,https://pypi.org/pypi/coloredlogs/15.0.1/json,License :: OSI Approved :: MIT License,coloredlogs-15.0.1.dist-info/LICENSE.txt sha256=0bef4ffb1855b65570304f2018c6d44e4bab97bd5df8716ecd7800014d717267,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
decorator,5.3.1,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/decorator,2133792485403bbd739e1db5960228bedbcde6d00c0acc052b27f39dbae5b5c4,https://pypi.org/pypi/decorator/5.3.1/json,BSD-2-Clause,decorator-5.3.1.dist-info/licenses/LICENSE.txt sha256=bd12cc51405c10872497c10ca21601f1d4abc50496595cc89e89ab5dad24fb62,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
edge-tts,7.2.7,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/edge-tts,59d640150c1150b40730c05752a151e6979a32733b6b5b842cf3fcd7cdefdd84,https://pypi.org/pypi/edge-tts/7.2.7/json,License :: OSI Approved :: GNU Lesser General Public License v3 (LGPLv3),edge_tts-7.2.7.dist-info/licenses/LICENSE sha256=3613045a46a5bce847f80eadbbf013e4260ef19d728ffd061d61e792689ec3a8,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
einops,0.8.2,einops==0.8.2,True,direct-request,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/einops,0bd65db043688a44f4a29608c1cba521c932f7ff76f238bbd869441e15012653,https://pypi.org/pypi/einops/0.8.2/json,License :: OSI Approved :: MIT License,einops-0.8.2.dist-info/licenses/LICENSE sha256=30d984364296f51ffaecad4b01ee127e95250c5068918d4b66fc96206723e434,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
fastapi,0.136.1,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/fastapi,e2e9a1d58f484d775a3b0333e65dfc593ca39b7e1e1fd9573d2d5b18ea07beac,https://pypi.org/pypi/fastapi/0.136.1/json,MIT,fastapi-0.136.1.dist-info/licenses/LICENSE sha256=4ec89ffc81485b97fec584b2d4a961032eeffe834453894fd9c1274906cc744e,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
filelock,3.29.0,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/filelock,21335d1940ca00830e17594e81e9ed7b393211b1e03eda3c411a3507bf59f4b7,https://pypi.org/pypi/filelock/3.29.0/json,MIT,filelock-3.29.0.dist-info/licenses/LICENSE sha256=608c89d5060ae9921adccf3236695bc654a9946e12323ef6c021dfa04e294d48,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
Flask,3.0.3,Flask==3.0.3,True,direct-request,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/Flask,7b13da872e1a6a18d5fa662a77da9be4734ff21681fc8c53b9aa2da12bc2b5a8,https://pypi.org/pypi/Flask/3.0.3/json,License :: OSI Approved :: BSD License,flask-3.0.3.dist-info/LICENSE.txt sha256=489a8e1108509ed98a37bb983e11e0f7e1d31f0bd8f99a79c8448e7ff37d07ea,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
flatbuffers,25.12.19,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/flatbuffers,9f38239f96faa21522a6aadab6912e1e560708bbe9c9f696a0679c9403fa089e,https://pypi.org/pypi/flatbuffers/25.12.19/json,License :: OSI Approved :: Apache Software License,not-found-by-filename-scan,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
frozenlist,1.8.0,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/frozenlist,946c22dc9f7e2c76f2d698f00a4306dbe49a820e2b3f1a0e22fe5286cbec35f1,https://pypi.org/pypi/frozenlist/1.8.0/json,Apache-2.0,frozenlist-1.8.0.dist-info/licenses/LICENSE sha256=6fd5243e92dd7f98ec69c7ac377728e74905709ff527a5bf98d6d0263c04f5b6,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
fsspec,2026.4.0,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/fsspec,8f49c4404b507182ac953dfd4551641df0bf36ccf67e08ac8a68cce323bf1d4c,https://pypi.org/pypi/fsspec/2026.4.0/json,BSD-3-Clause,fsspec-2026.4.0.dist-info/licenses/LICENSE sha256=2dc35496ce53a7307915c008a844aad53e772b49b34cdd00445067691407ec94,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
gguf,0.18.0,gguf==0.18.0,True,direct-request,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/gguf,eee00f073a5dcc89699dbf8b5c42ba3555c03491878dc764071b00938105ad98,https://pypi.org/pypi/gguf/0.18.0/json,License :: OSI Approved :: MIT License,gguf-0.18.0.dist-info/licenses/LICENSE sha256=ef78c7e6659e34c798194f0d344e807c722de70cbca1359ef54772661e11ca38,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
gradio,6.14.0,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/gradio,ea0f3f452b3f2ca55c27e2792a7d586a32d828238019836af750d6b8a206a034,https://pypi.org/pypi/gradio/6.14.0/json,Apache-2.0,gradio-6.14.0.dist-info/licenses/LICENSE sha256=c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
gradio_client,2.5.0,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/gradio_client,ec77ccf7f94b8baa7be59fead53220ff0a42e899480f435ab813724d892869b1,https://pypi.org/pypi/gradio_client/2.5.0/json,Apache-2.0,not-found-by-filename-scan,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
groovy,0.1.2,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/groovy,4e9483c0c0f3c969f94e12c4484521260387742132520c23d7c8d19e20a99534,https://pypi.org/pypi/groovy/0.1.2/json,License :: OSI Approved :: MIT License,groovy-0.1.2.dist-info/licenses/LICENSE sha256=c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
h11,0.16.0,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/h11,28f326098ac09fcba79b8f180f96087c841fe2456215cb7b872a9c7d5cd19d64,https://pypi.org/pypi/h11/0.16.0/json,License :: OSI Approved :: MIT License,h11-0.16.0.dist-info/licenses/LICENSE.txt sha256=37db5bb85926db28a427a25867f10b1232003aea1be69ccb851138adb8e6f361,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
hf-gradio,0.4.1,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/hf-gradio,f3ae073ca654ea4a983162903f615d27c3c8880110a627f72097835950dd8263,https://pypi.org/pypi/hf-gradio/0.4.1/json,MIT,hf_gradio-0.4.1.dist-info/licenses/LICENSE sha256=58edefee7065c5a51b7a81b875028770d51a5d516cc34eb317012f6138c86fe0,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
httpcore,1.0.9,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/httpcore,fe2d4fda6199128978779e0cf27f3c045c531863fcdd987eacc74f3a18d41c21,https://pypi.org/pypi/httpcore/1.0.9/json,BSD-3-Clause,httpcore-1.0.9.dist-info/licenses/LICENSE.md sha256=fdcb59154c74cbaba16a11242f7740bea9f23d6feb5547917d8c5f94a80392a5,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
httpx,0.28.1,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/httpx,febb9b0f8f3e80d57c8199c304f35c4336e8581d1d18d7983c92766b82793b25,https://pypi.org/pypi/httpx/0.28.1/json,License :: OSI Approved :: BSD License,httpx-0.28.1.dist-info/licenses/LICENSE.md sha256=4ec59d544f12b5f539a3a716fd321ac58ccd8030b465221f2c880200cdf28d8d,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
huggingface_hub,0.36.2,huggingface_hub==0.36.2,True,direct-request,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/huggingface_hub,4dc2b0a3fb27bcba8b091f98bccff4b94369d269c9768aeaecd0b99d970665d9,https://pypi.org/pypi/huggingface_hub/0.36.2/json,License :: OSI Approved :: Apache Software License,huggingface_hub-0.36.2.dist-info/licenses/LICENSE sha256=c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
humanfriendly,10.0,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/humanfriendly,68bb349388cdfeca602acc3455b83a7b2fe3cbe84025e27493bcbe76f3ab6c82,https://pypi.org/pypi/humanfriendly/10.0/json,License :: OSI Approved :: MIT License,humanfriendly-10.0.dist-info/LICENSE.txt sha256=4ac48f4117809f2734066150450f120b3bb110ac1d3b32170795e0560dbbc1f5,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
idna,3.11,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/idna,7c2c12c30f52ba237c4c81e59454804944025b9e6102cf1dcca9ebf5168411b0,https://pypi.org/pypi/idna/3.11/json,BSD-3-Clause,idna-3.11.dist-info/licenses/LICENSE.md sha256=b7a336abf3b04e180ec065cdd16e705d079e1cc7a14f910aa6e9187f36b9cd87,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
imageio-ffmpeg,0.5.0,imageio-ffmpeg==0.5.0,True,direct-request,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/imageio-ffmpeg,734b84678347fc93bd2f51fdb1eeaf2cfe05477f2e167b80a88ef23e6748c1f6,https://pypi.org/pypi/imageio-ffmpeg/0.5.0/json,License :: OSI Approved :: BSD License,imageio_ffmpeg-0.5.0.dist-info/LICENSE sha256=9c9be921bb50efe46473ce89135b037061df5ccdcae97cbf84ace18b0fa89dce,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
itsdangerous,2.2.0,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/itsdangerous,d2b934fb56708a1b94e439f0255c0f5a8108e3258ec827b18a1dc9c991db9611,https://pypi.org/pypi/itsdangerous/2.2.0/json,License :: OSI Approved :: BSD License,itsdangerous-2.2.0.dist-info/LICENSE.txt sha256=63af09891b6be8ad1a4252ed43af0f4efba7fc948e228367bed7f3c5ae0b09d7,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
Jinja2,3.1.6,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/Jinja2,68c5548fb67c4132a13898d9b31ec50c6bea2abdd915d921f214355c3a6499c8,https://pypi.org/pypi/Jinja2/3.1.6/json,License :: OSI Approved :: BSD License,jinja2-3.1.6.dist-info/licenses/LICENSE.txt sha256=3b49dcee4105eb37bac10faf1be260408fe85d252b8e9df2e0979fc1e094437b,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
joblib,1.5.3,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/joblib,cee9c60896ae4e7a965a840fbde50d111d2f8018f61201d1ed2e9fc3dd4883e6,https://pypi.org/pypi/joblib/1.5.3/json,BSD-3-Clause,joblib-1.5.3.dist-info/licenses/LICENSE.txt sha256=42612911c1872c5e4b43f6ae0e8ee59467cd350332241cf72ce90640264fae6a,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
lazy-loader,0.5,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/lazy-loader,ab65c86264937d8ac080d5fc895db927ff2f964a07cb92f91768db155fc0c37c,https://pypi.org/pypi/lazy-loader/0.5/json,BSD-3-Clause,lazy_loader-0.5.dist-info/licenses/LICENSE.md sha256=797b6937a4f976836efbbbb3ae333d7866ddc3eb3cb152972b2be348d3529372,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
librosa,0.11.0,librosa==0.11.0,True,direct-request,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/librosa,5aaba06be0f28ca1ca776f8884fc0945f752a38d7ddca249403644d6f685c6d3,https://pypi.org/pypi/librosa/0.11.0/json,License :: OSI Approved :: ISC License (ISCL),librosa-0.11.0.dist-info/LICENSE.md sha256=1746ca32b53fa31941c38b63a986e4126ab998e81a2f73a566000847a588e2a3,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
llvmlite,0.47.0,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/llvmlite,e7faa0490feb9f7afd67d595cfc4a8e8eef408e4604c1e4e82731efad7e4ea4e,https://pypi.org/pypi/llvmlite/0.47.0/json,BSD-2-Clause AND Apache-2.0 WITH LLVM-exception,llvmlite-0.47.0.dist-info/licenses/LICENSE sha256=7d6aa93e52a7ae9a995ff6a40c0ea5628311cdf1bd8dcd29c8ce9181f4af3a81; llvmlite-0.47.0.dist-info/licenses/LICENSE.thirdparty sha256=7b564c7af9ab446d245ba66adc8cda2f61d1d162f842899557499e80b715993a,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
markdown-it-py,4.2.0,not-requested,not-applicable,extra-observed-not-proven-product-dependency,C-observed-extra,python-3.12.10-embed-amd64/Lib/site-packages/markdown-it-py,72c36ff516755443b1ecb61e17b2567a990230b49a504b0eb0c42d5f82448a9c,https://pypi.org/pypi/markdown-it-py/4.2.0/json,License :: OSI Approved :: MIT License,markdown_it_py-4.2.0.dist-info/licenses/LICENSE sha256=4a2260d6e2cd0f5a151a1e86dbfe7d3ed552b1e2beabf9941c1ba5c49cbce484; markdown_it_py-4.2.0.dist-info/licenses/LICENSE.markdown-it sha256=792c48c5a849a15fdf9e37e8bcf9e6d1dd13b32b46c642a748a0a46a9919d473,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
MarkupSafe,3.0.3,transitive-not-pinned,not-applicable,observed-dependency-closure,B-candidate,python-3.12.10-embed-amd64/Lib/site-packages/MarkupSafe,12b4cc61a7fa288cf7667ee3f213786d9619db57fb33ff6f934afbcb5c12ec81,https://pypi.org/pypi/MarkupSafe/3.0.3/json,BSD-3-Clause,markupsafe-3.0.3.dist-info/licenses/LICENSE.txt sha256=4631ec0db5fd90a547e336817264c6798214338146f8ac94b4a57f96ee8c9ec4,not-byte-compared-except-imageio-ffmpeg,review actual wheel license and bundled native libraries,待核实
